category,top_keys
遊戲新聞,"[('克雷多斯', 3), ('加里歐', 2), ('弗雷雅', 1), ('阿特柔斯', 1), ('露德莉', 1), ('帕奇利茲', 1), ('米立龍', 1), ('亞菲利歐', 1), ('奧莉安娜', 1)]"
遊戲攻略,[]
電競賽事,"[('加里歐', 2), ('亞菲利歐', 1), ('奧莉安娜', 1), ('日中午', 1), ('rsh ', 1)]"
全部,"[('加里歐', 4), ('克雷多斯', 3), ('亞菲利歐', 2), ('奧莉安娜', 2), ('弗雷雅', 1), ('阿特柔斯', 1), ('露德莉', 1), ('帕奇利茲', 1), ('米立龍', 1), ('日中午', 1), ('rsh ', 1)]"
