category,top_keys
PC,"[('曼寧格', 10), ('瓦雷莎', 9), ('伊安珊', 6), ('海咲', 4), ('菲歐娜', 3)]"
動漫畫,"[('山田杏奈', 3), ('瑪莉·安東妮德', 3), ('奧斯卡', 3), ('鈴鹿', 2), ('奧斯卡·法蘭索瓦', 2)]"
電競,"[('Lenovo ', 1), ('邰瀅潔', 1)]"
活動展覽,"[('莎樂美', 1), ('星川莎拉', 1), ('黃彥智', 1), ('任天堂', 1), ('早川英樹', 1)]"
全部,"[('曼寧格', 10), ('瓦雷莎', 9), ('伊安珊', 6), ('海咲', 4), ('菲歐娜', 3)]"
